"Date","Price","Open","High","Low","Vol.","Change %"
"10/14/2021","0.1286","0.1285","0.1286","0.1285","","0.00%"
"10/13/2021","0.1285","0.1285","0.1286","0.1285","","0.00%"
"10/12/2021","0.1285","0.1286","0.1286","0.1285","","-0.05%"
"10/11/2021","0.1286","0.1285","0.1286","0.1284","","0.08%"
"10/08/2021","0.1285","0.1285","0.1285","0.1284","","0.00%"
"10/07/2021","0.1285","0.1284","0.1285","0.1284","","0.00%"
"10/06/2021","0.1284","0.1284","0.1285","0.1284","","0.00%"
"10/05/2021","0.1284","0.1284","0.1285","0.1284","","0.00%"
"10/04/2021","0.1284","0.1285","0.1285","0.1284","","0.00%"
"10/01/2021","0.1285","0.1284","0.1285","0.1284","","0.00%"
"09/30/2021","0.1284","0.1284","0.1285","0.1284","","0.00%"
"09/29/2021","0.1284","0.1285","0.1285","0.1284","","0.00%"
"09/28/2021","0.1285","0.1285","0.1285","0.1285","","0.00%"
"09/27/2021","0.1285","0.1284","0.1285","0.1284","","0.00%"
"09/24/2021","0.1284","0.1285","0.1285","0.1284","","0.00%"
"09/23/2021","0.1285","0.1284","0.1285","0.1284","","0.00%"
"09/22/2021","0.1284","0.1284","0.1285","0.1284","","0.00%"
"09/21/2021","0.1284","0.1284","0.1285","0.1284","","0.00%"
"09/20/2021","0.1284","0.1285","0.1285","0.1284","","-0.06%"
"09/17/2021","0.1285","0.1285","0.1285","0.1285","","0.00%"
"09/16/2021","0.1285","0.1285","0.1285","0.1284","","0.00%"
"09/15/2021","0.1285","0.1286","0.1286","0.1285","","-0.05%"
"09/14/2021","0.1286","0.1285","0.1286","0.1285","","0.00%"
"09/13/2021","0.1285","0.1286","0.1286","0.1285","","0.00%"
"09/10/2021","0.1286","0.1286","0.1286","0.1286","","0.00%"
"09/09/2021","0.1286","0.1286","0.1286","0.1286","","0.00%"
"09/08/2021","0.1286","0.1286","0.1286","0.1286","","0.00%"
"09/07/2021","0.1286","0.1286","0.1287","0.1286","","0.00%"
"09/06/2021","0.1286","0.1287","0.1287","0.1286","","0.00%"
"09/03/2021","0.1287","0.1287","0.1287","0.1286","","0.00%"
"09/02/2021","0.1287","0.1286","0.1287","0.1286","","0.08%"
"09/01/2021","0.1286","0.1286","0.1286","0.1285","","0.00%"
"08/31/2021","0.1286","0.1284","0.1286","0.1284","","0.12%"
"08/30/2021","0.1284","0.1284","0.1284","0.1284","","0.00%"
"08/27/2021","0.1284","0.1284","0.1284","0.1283","","0.00%"
"08/26/2021","0.1284","0.1285","0.1285","0.1284","","-0.04%"
"08/25/2021","0.1285","0.1284","0.1285","0.1284","","0.05%"
"08/24/2021","0.1284","0.1283","0.1284","0.1283","","0.06%"
"08/23/2021","0.1283","0.1284","0.1284","0.1283","","0.00%"
"08/20/2021","0.1284","0.1284","0.1284","0.1283","","0.00%"
"08/19/2021","0.1284","0.1284","0.1284","0.1283","","0.00%"
"08/18/2021","0.1284","0.1283","0.1284","0.1283","","0.06%"
"08/17/2021","0.1283","0.1285","0.1285","0.1283","","-0.11%"
"08/16/2021","0.1285","0.1285","0.1285","0.1284","","0.00%"
"08/13/2021","0.1285","0.1285","0.1285","0.1285","","0.00%"
"08/12/2021","0.1285","0.1286","0.1286","0.1285","","0.00%"
"08/11/2021","0.1286","0.1285","0.1286","0.1285","","0.00%"
"08/10/2021","0.1285","0.1285","0.1285","0.1285","","0.00%"
"08/09/2021","0.1285","0.1285","0.1286","0.1285","","-0.05%"
"08/06/2021","0.1285","0.1286","0.1286","0.1285","","0.00%"
"08/05/2021","0.1286","0.1286","0.1286","0.1286","","0.00%"
"08/04/2021","0.1286","0.1286","0.1286","0.1286","","0.00%"
"08/03/2021","0.1286","0.1287","0.1287","0.1286","","-0.07%"
"08/02/2021","0.1287","0.1287","0.1287","0.1286","","0.00%"
"07/30/2021","0.1287","0.1287","0.1287","0.1286","","0.00%"
"07/29/2021","0.1287","0.1285","0.1287","0.1285","","0.13%"
"07/28/2021","0.1285","0.1284","0.1286","0.1284","","0.06%"
"07/27/2021","0.1284","0.1286","0.1286","0.1284","","-0.09%"
"07/26/2021","0.1286","0.1287","0.1287","0.1285","","-0.12%"
"07/23/2021","0.1287","0.1287","0.1287","0.1287","","0.00%"
"07/22/2021","0.1287","0.1286","0.1287","0.1286","","0.00%"
"07/21/2021","0.1286","0.1287","0.1287","0.1286","","0.00%"
"07/20/2021","0.1286","0.1287","0.1287","0.1286","","0.00%"
"07/19/2021","0.1287","0.1287","0.1287","0.1287","","-0.04%"
"07/16/2021","0.1287","0.1287","0.1287","0.1287","","0.00%"
"07/15/2021","0.1287","0.1288","0.1288","0.1287","","0.00%"
"07/14/2021","0.1288","0.1288","0.1288","0.1287","","0.00%"
"07/13/2021","0.1288","0.1288","0.1288","0.1287","","0.00%"
"07/12/2021","0.1288","0.1287","0.1288","0.1287","","0.00%"
"07/09/2021","0.1287","0.1287","0.1288","0.1287","","0.00%"
"07/08/2021","0.1287","0.1287","0.1287","0.1287","","0.00%"
"07/07/2021","0.1287","0.1288","0.1288","0.1287","","0.00%"
"07/06/2021","0.1288","0.1287","0.1288","0.1287","","0.00%"
"07/05/2021","0.1287","0.1288","0.1288","0.1287","","0.00%"
"07/02/2021","0.1288","0.1288","0.1288","0.1287","","0.00%"
"07/01/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"06/30/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"06/29/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"06/28/2021","0.1288","0.1288","0.1289","0.1288","","0.00%"
"06/25/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"06/24/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"06/23/2021","0.1288","0.1288","0.1288","0.1287","","0.00%"
"06/22/2021","0.1287","0.1288","0.1288","0.1287","","0.00%"
"06/21/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"06/18/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"06/17/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"06/16/2021","0.1288","0.1288","0.1289","0.1288","","0.00%"
"06/15/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"06/14/2021","0.1288","0.1289","0.1289","0.1288","","0.00%"
"06/11/2021","0.1288","0.1289","0.1289","0.1288","","0.00%"
"06/10/2021","0.1289","0.1289","0.1289","0.1288","","0.00%"
"06/09/2021","0.1289","0.1289","0.1289","0.1289","","0.00%"
"06/08/2021","0.1289","0.1289","0.1289","0.1289","","0.00%"
"06/07/2021","0.1289","0.1289","0.1289","0.1289","","0.00%"
"06/04/2021","0.1289","0.1289","0.1289","0.1289","","0.00%"
"06/03/2021","0.1289","0.1289","0.1289","0.1289","","0.00%"
"06/02/2021","0.1289","0.1289","0.1289","0.1289","","0.00%"
"06/01/2021","0.1289","0.1289","0.1289","0.1288","","0.00%"
"05/31/2021","0.1288","0.1288","0.1289","0.1288","","0.00%"
"05/28/2021","0.1288","0.1289","0.1289","0.1288","","0.00%"
"05/27/2021","0.1289","0.1288","0.1289","0.1288","","0.00%"
"05/26/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"05/25/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"05/24/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"05/21/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"05/20/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"05/19/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"05/18/2021","0.1288","0.1288","0.1288","0.1287","","0.00%"
"05/17/2021","0.1288","0.1287","0.1288","0.1287","","0.00%"
"05/14/2021","0.1287","0.1287","0.1288","0.1287","","0.00%"
"05/13/2021","0.1287","0.1288","0.1288","0.1287","","0.00%"
"05/12/2021","0.1288","0.1287","0.1288","0.1287","","0.00%"
"05/11/2021","0.1287","0.1288","0.1288","0.1287","","-0.04%"
"05/10/2021","0.1288","0.1288","0.1288","0.1287","","0.00%"
"05/07/2021","0.1288","0.1287","0.1288","0.1287","","0.00%"
"05/06/2021","0.1287","0.1287","0.1287","0.1287","","0.00%"
"05/05/2021","0.1287","0.1287","0.1287","0.1287","","0.00%"
"05/04/2021","0.1287","0.1288","0.1288","0.1287","","0.00%"
"05/03/2021","0.1288","0.1287","0.1288","0.1287","","0.00%"
"04/30/2021","0.1287","0.1288","0.1288","0.1287","","-0.05%"
"04/29/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"04/28/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"04/27/2021","0.1288","0.1289","0.1289","0.1288","","0.00%"
"04/26/2021","0.1289","0.1289","0.1289","0.1288","","0.00%"
"04/23/2021","0.1289","0.1289","0.1289","0.1288","","0.00%"
"04/22/2021","0.1289","0.1288","0.1289","0.1288","","0.06%"
"04/21/2021","0.1288","0.1288","0.1289","0.1288","","-0.04%"
"04/20/2021","0.1288","0.1288","0.1289","0.1287","","0.06%"
"04/19/2021","0.1288","0.1287","0.1288","0.1286","","0.07%"
"04/16/2021","0.1287","0.1287","0.1288","0.1286","","-0.05%"
"04/15/2021","0.1287","0.1288","0.1288","0.1287","","0.00%"
"04/14/2021","0.1288","0.1286","0.1288","0.1286","","0.10%"
"04/13/2021","0.1286","0.1286","0.1287","0.1286","","0.00%"
"04/12/2021","0.1286","0.1286","0.1287","0.1285","","0.06%"
"04/09/2021","0.1286","0.1286","0.1286","0.1285","","0.00%"
"04/08/2021","0.1286","0.1284","0.1286","0.1284","","0.10%"
"04/07/2021","0.1284","0.1286","0.1286","0.1284","","-0.11%"
"04/06/2021","0.1286","0.1286","0.1286","0.1286","","0.00%"
"04/05/2021","0.1286","0.1286","0.1286","0.1286","","0.00%"
"04/02/2021","0.1286","0.1286","0.1286","0.1286","","0.00%"
"04/01/2021","0.1286","0.1286","0.1286","0.1286","","0.00%"
"03/31/2021","0.1286","0.1286","0.1286","0.1286","","0.00%"
"03/30/2021","0.1286","0.1286","0.1287","0.1286","","0.00%"
"03/29/2021","0.1286","0.1287","0.1287","0.1286","","-0.05%"
"03/26/2021","0.1287","0.1287","0.1287","0.1287","","0.00%"
"03/25/2021","0.1287","0.1287","0.1287","0.1287","","0.00%"
"03/24/2021","0.1287","0.1287","0.1288","0.1287","","0.00%"
"03/23/2021","0.1287","0.1288","0.1288","0.1287","","0.00%"
"03/22/2021","0.1288","0.1288","0.1288","0.1287","","0.00%"
"03/19/2021","0.1288","0.1288","0.1288","0.1287","","0.00%"
"03/18/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"03/17/2021","0.1288","0.1288","0.1288","0.1287","","0.00%"
"03/16/2021","0.1288","0.1288","0.1288","0.1287","","0.00%"
"03/15/2021","0.1288","0.1288","0.1288","0.1288","","0.00%"
"03/12/2021","0.1288","0.1289","0.1289","0.1288","","-0.04%"
"03/11/2021","0.1289","0.1288","0.1289","0.1288","","0.00%"
"03/10/2021","0.1288","0.1288","0.1289","0.1288","","0.00%"
"03/09/2021","0.1288","0.1287","0.1289","0.1287","","0.10%"
"03/08/2021","0.1287","0.1288","0.1288","0.1287","","-0.07%"
"03/05/2021","0.1288","0.1289","0.1289","0.1288","","-0.05%"
"03/04/2021","0.1289","0.1289","0.1289","0.1289","","0.00%"
"03/03/2021","0.1289","0.1289","0.1289","0.1289","","0.00%"
"03/02/2021","0.1289","0.1289","0.1289","0.1289","","0.00%"
"03/01/2021","0.1289","0.1289","0.1289","0.1289","","0.00%"
"02/26/2021","0.1289","0.1290","0.1290","0.1289","","0.00%"
"02/25/2021","0.1290","0.1290","0.1290","0.1289","","0.00%"
"02/24/2021","0.1289","0.1290","0.1290","0.1289","","0.00%"
"02/23/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/22/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/19/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/18/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/17/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/16/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/15/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/12/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/11/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/10/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/09/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/08/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/05/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/04/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/03/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/02/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"02/01/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/29/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/28/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/27/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/26/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/25/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/22/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/21/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/20/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/19/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/18/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/15/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/14/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/13/2021","0.1290","0.1289","0.1290","0.1289","","0.00%"
"01/12/2021","0.1289","0.1289","0.1290","0.1289","","0.00%"
"01/11/2021","0.1289","0.1289","0.1290","0.1289","","0.00%"
"01/08/2021","0.1289","0.1290","0.1290","0.1289","","0.00%"
"01/07/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/06/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/05/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/04/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"01/01/2021","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/31/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/30/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/29/2020","0.1290","0.1289","0.1290","0.1289","","0.00%"
"12/28/2020","0.1289","0.1290","0.1290","0.1289","","0.00%"
"12/25/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/24/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/23/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/22/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/21/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/18/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/17/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/16/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/15/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/14/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/11/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/10/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/09/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/08/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/07/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/04/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/03/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/02/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"12/01/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/30/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/27/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/26/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/25/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/24/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/23/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/20/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/19/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/18/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/17/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/16/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/13/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/12/2020","0.1290","0.1290","0.1290","0.1289","","0.00%"
"11/11/2020","0.1290","0.1290","0.1290","0.1289","","0.00%"
"11/10/2020","0.1290","0.1290","0.1290","0.1289","","0.00%"
"11/09/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/06/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/05/2020","0.1290","0.1289","0.1290","0.1289","","0.04%"
"11/04/2020","0.1289","0.1290","0.1290","0.1289","","-0.04%"
"11/03/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"11/02/2020","0.1290","0.1290","0.1290","0.1289","","0.00%"
"10/30/2020","0.1290","0.1290","0.1290","0.1289","","0.00%"
"10/29/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/28/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/27/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/26/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/23/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/22/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/21/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/20/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/19/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/16/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/15/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/14/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/13/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/12/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/09/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/08/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/07/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/06/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/05/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/02/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"10/01/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/30/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/29/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/28/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/25/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/24/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/23/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/22/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/21/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/18/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/17/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/16/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/15/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/14/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/11/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/10/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/09/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/08/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/07/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/04/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/03/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/02/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"09/01/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/31/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/28/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/27/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/26/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/25/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/24/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/21/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/20/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/19/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/18/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/17/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/14/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/13/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/12/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/11/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/10/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/07/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/06/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/05/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/04/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"08/03/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/31/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/30/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/29/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/28/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/27/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/24/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/23/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/22/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/21/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/20/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/17/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/16/2020","0.1290","0.1290","0.1290","0.1289","","0.00%"
"07/15/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/14/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/13/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/10/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/09/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/08/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/07/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/06/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/03/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/02/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"07/01/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/30/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/29/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/26/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/25/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/24/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/23/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/22/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/19/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/18/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/17/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/16/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/15/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/12/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/11/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/10/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/09/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/08/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/05/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/04/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/03/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/02/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"06/01/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"05/29/2020","0.1290","0.1290","0.1290","0.1289","","0.00%"
"05/28/2020","0.1290","0.1290","0.1290","0.1289","","0.00%"
"05/27/2020","0.1290","0.1290","0.1290","0.1289","","0.00%"
"05/26/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"05/25/2020","0.1289","0.1289","0.1290","0.1289","","0.00%"
"05/22/2020","0.1289","0.1290","0.1290","0.1289","","0.00%"
"05/21/2020","0.1290","0.1290","0.1290","0.1289","","-0.06%"
"05/20/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"05/19/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"05/18/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"05/15/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"05/14/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"05/13/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"05/12/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"05/11/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"05/08/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"05/07/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"05/06/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"05/05/2020","0.1290","0.1290","0.1290","0.1289","","0.00%"
"05/04/2020","0.1290","0.1290","0.1290","0.1289","","0.00%"
"05/01/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/30/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/29/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/28/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/27/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/24/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/23/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/22/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/21/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/20/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/17/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/16/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/15/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/14/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/13/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/10/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/09/2020","0.1290","0.1290","0.1290","0.1289","","0.00%"
"04/08/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
"04/07/2020","0.1290","0.1290","0.1290","0.1290","","0.00%"
